day,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
000-00-00,0.0,0.0,0.0,0.0,12.0
2022-03-02,-1.3526495505081866,1.0,-0.5,1.0,1.0
2022-04-23,0.67402998938965,1.0,-0.7121748615086864,1.0,1.0
2022-05-05,1.121186475032412,1.0,2.47592908881076,1.0,1.0
2022-05-21,0.10132808761238499,1.0,-0.5,1.0,1.0
2022-07-04,-0.5080116274392825,1.0,-0.7121748615086864,1.0,1.0
2022-07-06,0.67402998938965,1.0,-0.7121748615086864,1.0,1.0
2022-07-21,-0.745335393948966,1.0,-0.3434843691916114,1.0,1.0
2022-08-22,0.67402998938965,1.0,-0.7121748615086864,1.0,1.0
2022-08-28,0.011015805923870858,1.4833801429374442,0.3939125692456568,1.5642438457432037,2.0
2022-09-12,0.19139749882339385,1.0,-0.5,1.0,1.0
2022-09-13,2.508232498262132,1.0,0.4556721138316398,1.0,1.0
2022-09-27,0.67402998938965,1.0,-0.7121748615086864,1.0,1.0
2022-09-28,1.2056887757108383,1.0,-0.4918674915185259,1.0,1.0
2022-09-30,0.9040851909700603,1.0,-0.5269455744959363,1.0,1.0
2022-10-04,0.2609295845507211,0.0077779586592025005,-0.6020211765136061,0.1557808352654162,2.0
2022-10-06,0.5322036154284596,0.6207998504242256,0.41505662710531216,1.099511587558862,4.0
2022-10-07,-0.050679793941721035,1.0,-0.30115739038917605,1.0,1.0
2022-10-10,-0.5313030878694094,1.0,-0.04483373274278575,1.0,1.0
2022-10-11,0.0035400776015798723,1.0,-0.4581732578785918,1.0,1.0
2022-10-12,0.21464692888551162,0.52472548696271,-0.36873625590394105,0.01140195744973749,4.0
2022-10-13,0.10543131042489037,1.1928665057027912,0.1657873404045197,1.220780228281765,4.0
2022-10-14,0.05906986613159355,0.3848825186930775,1.5114366965552402,2.23714281937521,3.0
2022-10-15,-0.050679793941721035,1.0,-0.30115739038917605,1.0,1.0
2022-10-16,-0.02695475862840416,0.7846736335273692,0.25737545030448994,0.5176056642880692,4.0
2022-10-17,0.18335130820407375,0.7435879175002204,0.03358687270961869,0.8604916889874301,4.0
2022-10-18,0.1919852318057387,1.0816146521112286,0.15646207673374435,1.1373944870810597,16.0
2022-10-19,0.7173845916057857,0.24646733296431209,-0.47804499707838394,0.20351583336597634,3.0
2022-10-20,-0.6116354711629248,0.8355201176133972,0.41197983502461993,1.5092810754470223,9.0
2022-10-21,0.6149946015311964,0.7657966454472044,-0.0005236111677084432,0.7297489968314295,10.0
2022-10-22,-0.06375038151555996,0.501430530135091,0.40212266443212646,1.6182940650512163,8.0
2022-10-23,0.2909726617394948,0.6735826913116618,-0.1764531720844945,0.5346356971852224,7.0
2022-10-24,0.5108036609605642,0.6681765685049706,-0.4474082514767544,0.15269574003582517,11.0
2022-10-25,0.391295923662226,0.6413243684280563,0.15261690666110328,1.4880047748688268,25.0
2022-10-26,-0.023577847944062286,1.0995963819808001,-0.13575572907350572,1.0308647305993532,29.0
2022-10-27,-0.05590832349560767,1.0527814397723634,0.11867948431976412,1.1107430620556982,35.0
2022-10-28,0.17924108864691668,1.21278031237344,0.013686025120354165,0.8068276186738399,30.0
2022-10-29,0.16271895544349788,1.0493057837298474,0.4570788789351248,1.182969527460464,27.0
2022-10-30,-0.3021602239743392,0.9738623661335106,0.1556805271528556,1.0677345170653028,42.0
2022-10-31,0.011619698611534437,1.0612953317885871,-0.23240451855831945,0.7155162508500744,41.0
2022-11-01,0.07933393758238971,0.9522469137100553,-0.11131283214543415,0.8328295147516148,66.0
2022-11-02,0.12514123492963353,0.9799872115891248,0.16588384664795988,1.1865677699372996,47.0
2022-11-03,0.12966803615446212,1.0265817584006163,-0.047326869292291344,1.093994200560896,53.0
2022-11-04,-0.11041153882272028,0.9813703332983804,0.059184122954727,1.0905211776654447,72.0
2022-11-05,0.07842242305069486,0.8870173028259624,-0.05821633001930587,0.7915469255291683,57.0
2022-11-06,0.033246381491859524,0.8877984343049147,0.023145544331965317,0.9020395634942941,43.0
2022-11-07,-0.05096728316787334,1.0561876968084076,0.3042221177330569,1.2618960021250059,59.0
2022-11-08,-0.16028330985176845,1.1368950681767587,0.11519710237003844,1.1301832369912785,76.0
2022-11-09,-0.23724045486870304,1.049309552249087,0.07202818563851163,1.0143093164944341,94.0
2022-11-10,-0.09596073135100697,0.9199758506306321,-0.03433657704783063,0.7895970335148553,73.0
2022-11-11,0.09723267796952995,1.0544927575605567,0.31528572002577876,1.4598509650835587,69.0
2022-11-12,0.22021836879184137,0.9323199433744344,-0.04241783747409726,1.0102301630979904,47.0
2022-11-13,-0.055376470093954425,1.0059840911396314,-0.08093956260325011,0.8877121617585471,64.0
2022-11-14,0.3664490986830466,0.96955885795786,-0.15385575733322363,0.6439474184013866,96.0
2022-11-15,0.20237180932930202,0.8739539165330434,-0.009073500722156454,0.915001652400624,112.0
2022-11-16,0.12039622251252424,0.9848143686315437,-0.19275559689900382,0.7478750448199634,75.0
2022-11-17,-0.0764399047639654,0.9551713294601039,0.24193676409397133,1.286041534679712,98.0
2022-11-18,0.17033802832927106,0.8309888784536483,-0.007124662074170115,0.9827310789950346,91.0
2022-11-19,-0.2465999325989399,0.969074022953504,0.07173102833373628,1.0189654432353468,55.0
2022-11-20,0.052711240737462584,1.155785611324756,-0.23268426703952727,0.6643396993741771,28.0
2022-11-21,-0.05933621703369922,0.869153225841014,0.05481474095065538,1.0447899583401987,80.0
2022-11-22,-0.20069204606386154,1.1568007931132105,-0.013439939011648788,0.9977192313308019,72.0
