,summary,Deutschland,Brasilien,USA,Frankreich,UN,China,Russland,Ukraine,word
iranischer,2.76154752562271,-0.07229258280573578,0.4636010096268147,-0.17077216303495163,-0.09700563538413083,0.0,-0.18892588838121038,-0.15754754795253229,-0.03749746578798586,iranischer
gewalt iranisch,2.76154752562271,-0.07229258280573578,0.4636010096268147,-0.17077216303495163,-0.09700563538413083,0.0,-0.18892588838121038,-0.15754754795253229,-0.03749746578798586,gewalt iranisch
iranisch einsatzkraft,2.989506554779049,-0.10587297280712228,0.617071863275026,-0.25008928468559133,-0.1763227570347705,0.0,-0.2682430100318499,-0.2368646696031718,-0.11681458743862524,iranisch einsatzkraft
einsatzkraft bis,2.982193287829116,0.01771766307505316,0.4285691840621168,-0.24763997517614553,-0.1738734475253248,0.0,-0.2657937005224043,-0.23441536009372616,-0.11436527792917958,einsatzkraft bis
bis annalena,3.2333348725255284,0.16283632679386872,0.25205308505752083,-0.3284950156286591,-0.25472848797783837,0.0,-0.3466487409749178,-0.3152704005462398,-0.19522031838169332,bis annalena
baerbock halt,2.8295333260599818,0.05631999496492736,0.2696886701270489,-0.19509273835366037,-0.12132621070283957,0.0,-0.21324646369991926,-0.18186812327124097,-0.06181804110669447,baerbock halt
halt bundesregierung,2.5592578431506814,-0.06670742699125631,0.3270610505392174,-0.09469825419034418,-0.02093172653952334,0.0,-0.11285197953660303,-0.08147363910792464,0.03857644305662179,halt bundesregierung
Reaktionen,2.565888511894897,-0.029032412824733213,0.26125277149597226,-0.09728575978895032,-0.023519232138129606,0.0,-0.11543948513520892,-0.08406114470653081,0.03598893745801566,Reaktionen
bundesregierung reaktion,2.565888511894897,-0.029032412824733213,0.26125277149597226,-0.09728575978895032,-0.023519232138129606,0.0,-0.11543948513520892,-0.08406114470653081,0.03598893745801566,bundesregierung reaktion
reaktion protest,2.5123005521995716,-0.06879455735653865,0.2954935014908468,-0.0761798307738557,-0.0024133031230349875,0.0,-0.09433355612011453,-0.06295521569143638,0.05709486647311012,reaktion protest
bislang,2.988598369709425,0.09660176941399817,0.05094820463825217,-0.2497854475706251,-0.17601891991980445,0.0,0.07457667165230054,-0.23656083248820559,-0.11651075032365925,bislang
iran bislang,2.4813394261967345,-0.051295536082189605,0.23695420387166713,-0.06377944833721001,0.00998707931361093,0.0,-0.08193317368346863,-0.05055483325479039,0.06949524890975589,iran bislang
bislang zurück,2.4690018768007658,-0.054280417793149786,0.23235400611626997,-0.05879491325759341,0.014971614393227342,0.0,-0.07694863860385222,-0.04557029817517408,0.07447978398937245,bislang zurück
Sprecher,2.4529765605208604,-0.05805899311117421,0.2259649579012875,-0.05228315254560906,0.021483375105211602,0.0,-0.07043687789186781,-0.03905853746318956,0.08099154470135687,Sprecher
ein sprecher,2.4529765605208604,-0.05805899311117421,0.2259649579012875,-0.05228315254560906,0.021483375105211602,0.0,-0.07043687789186781,-0.03905853746318956,0.08099154470135687,ein sprecher
sprecher verurteil,2.442514984244358,-0.060466649346075554,0.2215395772499859,-0.04800918246280413,0.02575734518801643,0.0,-0.06616290780906289,-0.0347845673803847,0.08526551478416182,sprecher verurteil
unverhältnismäßige,2.4264591691669133,-0.06407314309772354,0.2143532175819622,-0.041414005421819805,0.03235252222900089,0.0,-0.059567730768078586,-0.028189390339400395,0.09186069182514613,unverhältnismäßige
verurteil unverhältnismäßig,2.4264591691669133,-0.06407314309772354,0.2143532175819622,-0.041414005421819805,0.03235252222900089,0.0,-0.059567730768078586,-0.028189390339400395,0.09186069182514613,verurteil unverhältnismäßig
unverhältnismäßig gewalt,2.410610820961478,-0.0675307711498969,0.20678730658700722,-0.034861110818691886,0.03890541683212888,0.0,-0.05301483616495061,-0.021636495736272417,0.098413586428274,unverhältnismäßig gewalt
kündigt,3.9554356063775167,0.3045474982716211,0.170428957573269,-0.5300716785802952,-0.45630515092947455,0.0,-0.548225403926554,-0.5168470634978758,-0.39679698133332936,kündigt
bundeskanzler kündig,3.002977876865533,0.1288512161550706,0.2101960437690755,-0.25458536471163384,-0.1808188370608131,0.0,-0.27273909005789254,-0.24136074962921447,-0.1213106674646681,bundeskanzler kündig
kündig weit,2.934497555204849,0.09777824513701594,0.24265593307467884,-0.23151719064308962,-0.15775066299226886,0.0,-0.24967091598934846,-0.2182925755606702,-0.0982424933961237,kündig weit
weit entlastungsmaßnahme,2.888343469651859,0.07370420596041456,0.26852291688727814,-0.21566408664255168,-0.1418975589917311,0.0,-0.23381781198881044,-0.2024394715601324,-0.08238938939558595,weit entlastungsmaßnahme
entlastungsmaßnahme t-online,3.1027310286916183,0.14206123294759238,0.23479439141800987,-0.28726364340464794,-0.21349711575382718,0.0,-0.30541736875090664,-0.2740390283222285,-0.15398894615768208,entlastungsmaßnahme t-online
Bonus,2.6726232545818447,-0.12764665530626668,0.4963317474778496,-0.13804142518391682,-0.06427489753309605,0.0,-0.15619515053017552,-0.1248168101014974,-0.0047667279369509085,Bonus
/li bonus,2.6726232545818447,-0.12764665530626668,0.4963317474778496,-0.13804142518391682,-0.06427489753309605,0.0,-0.15619515053017552,-0.1248168101014974,-0.0047667279369509085,/li bonus
Sparsame,2.8122780691933884,-0.1880912025039333,0.6429104838075705,-0.1889757984345628,-0.11520927078374209,0.0,-0.20712952378082164,-0.17575118335214346,-0.05570110118759686,Sparsame
bonus sparsam,2.8122780691933884,-0.1880912025039333,0.6429104838075705,-0.1889757984345628,-0.11520927078374209,0.0,-0.20712952378082164,-0.17575118335214346,-0.05570110118759686,bonus sparsam
Besserverdiener,2.758258533785433,-0.17690977679269604,0.6050545738281067,-0.16958045731517782,-0.09581392966435724,0.0,-0.18773418266143668,-0.1563558422327585,-0.036305760068212074,Besserverdiener
sparsam besserverdiener,2.758258533785433,-0.17690977679269604,0.6050545738281067,-0.16958045731517782,-0.09581392966435724,0.0,-0.18773418266143668,-0.1563558422327585,-0.036305760068212074,sparsam besserverdiener
besserverdiener soll,2.5929897603043037,-0.12622124923733066,0.4468870416164803,-0.10779250032109387,-0.034025972670273,0.0,-0.12594622566735247,-0.09456788523867445,0.02548219692587205,besserverdiener soll
Gas-Hilfen,2.5593740978575634,-0.11740281599841532,0.41165807884583827,-0.09474367832251154,-0.02097715067169079,0.0,-0.11289740366877028,-0.08151906324009212,0.03853101892445431,Gas-Hilfen
soll gas-hilfe,2.5593740978575634,-0.11740281599841532,0.41165807884583827,-0.09474367832251154,-0.02097715067169079,0.0,-0.11289740366877028,-0.08151906324009212,0.03853101892445431,soll gas-hilfe
versteuern,2.521852995839119,-0.10866471974531834,0.3717459146338381,-0.07997488986901109,-0.006208362218190312,0.0,-0.09812861521526992,-0.0667502747865917,0.05329980737795477,versteuern
gas-hilfe versteuer,2.521852995839119,-0.10866471974531834,0.3717459146338381,-0.07997488986901109,-0.006208362218190312,0.0,-0.09812861521526992,-0.0667502747865917,0.05329980737795477,gas-hilfe versteuer
n-tv,2.492628591738025,-0.10286576882190691,0.34056847639246984,-0.06831875574140286,0.005447771909417838,0.0,-0.08647248108766149,-0.05509414065898341,0.06495594150556296,n-tv
versteuer n-tv,2.492628591738025,-0.10286576882190691,0.34056847639246984,-0.06831875574140286,0.005447771909417838,0.0,-0.08647248108766149,-0.05509414065898341,0.06495594150556296,versteuer n-tv
NACHRICHTEN,2.4827051806727796,-0.10112709851007541,0.3300216476675919,-0.06432970709540699,0.009436820555413733,0.0,-0.08248343244166582,-0.051105092012987664,0.0689449901515587,NACHRICHTEN
n-tv nachricht,2.4827051806727796,-0.10112709851007541,0.3300216476675919,-0.06432970709540699,0.009436820555413733,0.0,-0.08248343244166582,-0.051105092012987664,0.0689449901515587,n-tv nachricht
nachricht /li,2.6289613951099082,-0.10237744210868503,0.43310973779772144,-0.12156980413985248,-0.04780327648903177,0.0,-0.13972352948611128,-0.10834518905743308,0.011704893107113399,nachricht /li
Gaskommission,2.6970123339076864,0.04779241583621185,0.19768397521433076,-0.14712556009114364,-0.07335903244032288,0.0,-0.16527928543740228,-0.1339009450087242,-0.013850862844177806,Gaskommission
/li gaskommission,2.4487176243996496,-0.0961532384073839,0.29426412364384547,-0.050545411661628986,0.023221115989191833,0.0,-0.06869913700788761,-0.03732079657920961,0.0827292855853369,/li gaskommission
Steuerpflicht,2.4273994978710163,-0.09386089930956275,0.27225897779495256,-0.04180146158005222,0.03196506607076855,0.0,-0.05995518692631101,-0.02857684649763282,0.09147323566691373,Steuerpflicht
gaskommission steuerpflicht,2.4273994978710163,-0.09386089930956275,0.27225897779495256,-0.04180146158005222,0.03196506607076855,0.0,-0.05995518692631101,-0.02857684649763282,0.09147323566691373,gaskommission steuerpflicht
Hilfen,3.0442794060628473,-0.050031502400628536,0.563386537061244,-0.26824516764974277,-0.1944786399989219,0.0,-0.2863988929960015,-0.2550205525673234,-0.13497047040277688,Hilfen
steuerpflicht hilfe,2.544079539513823,-0.11368346450983452,0.395437150259826,-0.08874985327000406,-0.014983325619183318,0.0,-0.1069035786162627,-0.07552523818758461,0.044524843976962006,steuerpflicht hilfe
Prämien,2.402976936057359,-0.0920569759279237,0.24757376114350813,-0.03168930147836549,0.04207722617245527,0.0,-0.049843026824624284,-0.018464686395946093,0.10158539576860035,Prämien
hilfe prämie,2.402976936057359,-0.0920569759279237,0.24757376114350813,-0.03168930147836549,0.04207722617245527,0.0,-0.049843026824624284,-0.018464686395946093,0.10158539576860035,hilfe prämie
fürs,2.39741997881754,-0.09177049212478862,0.24204313475281236,-0.029374093040165253,0.04439243461065541,0.0,-0.04752781838642405,-0.016149477957745958,0.1039006042068004,fürs
prämie fürs,2.39741997881754,-0.09177049212478862,0.24204313475281236,-0.029374093040165253,0.04439243461065541,0.0,-0.04752781838642405,-0.016149477957745958,0.1039006042068004,prämie fürs
fürs sparen,2.3941483261500993,-0.09162329510949684,0.23880246199787147,-0.028008505421401066,0.04575802222941972,0.0,-0.04616223076765991,-0.014783890338981542,0.1052661918255648,fürs sparen
Ha…,2.3892024115697907,-0.09143089612680812,0.23392533529415907,-0.025940533987105305,0.04782599366371544,0.0,-0.04409425933336396,-0.012715918904685736,0.10733416325986064,Ha…
sparen ha…,2.3892024115697907,-0.09143089612680812,0.23392533529415907,-0.025940533987105305,0.04782599366371544,0.0,-0.04409425933336396,-0.012715918904685736,0.10733416325986064,sparen ha…
ha… mit,2.3868518127351193,-0.09135213224368945,0.23161672935219652,-0.024956207212714607,0.048810320438106215,0.0,-0.043109932558973295,-0.011731592130295185,0.10831849003425131,ha… mit
mit blick,2.7215999918456553,-0.04418682939257921,0.39509838974261324,-0.15620088241202354,-0.08243435476120277,0.0,-0.1743546077582823,-0.14297626732960422,-0.02292618516505763,mit blick
Arbeitnehmer,2.3791926959214567,-0.0911518498794155,0.22413609745359198,-0.021742169495274983,0.05202435815554584,0.0,-0.039895894841533684,-0.00851755441285555,0.11153252775169097,Arbeitnehmer
blick arbeitnehmer,2.3791926959214567,-0.0911518498794155,0.22413609745359198,-0.021742169495274983,0.05202435815554584,0.0,-0.039895894841533684,-0.00851755441285555,0.11153252775169097,blick arbeitnehmer
hob,2.3727699169295176,-0.09104989639222265,0.21791201873813107,-0.01903895676977981,0.05472757088104083,0.0,-0.037192682116038565,-0.005814341687360475,0.11423574047718608,hob
arbeitnehmer heb,2.3727699169295176,-0.09104989639222265,0.21791201873813107,-0.01903895676977981,0.05472757088104083,0.0,-0.037192682116038565,-0.005814341687360475,0.11423574047718608,arbeitnehmer heb
heb kanzler,2.3691015286616706,-0.09101842162850639,0.21437703997411786,-0.017491724187977307,0.05627480346284333,0.0,-0.03564544953423614,-0.004267109105557996,0.11578297305898863,heb kanzler
Bedeutung,2.6864193426198777,0.09148943206102851,0.08156843240062842,-0.14319015026490664,-0.06942362261408601,0.0,-0.1613438756111654,-0.12996553518248727,-0.00991545301794085,Bedeutung
kanzler bedeutung,2.36395481784971,-0.09100673814891426,0.2094416531403346,-0.015316929525200695,0.05844959812562017,0.0,-0.0334706548714593,-0.0020923144427811096,0.11795776772176542,kanzler bedeutung
steuerfreien,2.3584258496389428,-0.0910360005612269,0.20417068212492642,-0.012975326369335762,0.06079120128148483,0.0,-0.03112905171559446,0.0002492887130836592,0.12029937087762994,steuerfreien
bedeutung steuerfrei,2.3584258496389428,-0.0910360005612269,0.20417068212492642,-0.012975326369335762,0.06079120128148483,0.0,-0.03112905171559446,0.0002492887130836592,0.12029937087762994,bedeutung steuerfrei
Zuschlägen,2.353691227756887,-0.09109505765526484,0.1996820036768095,-0.010965773806184662,0.06280075384463599,0.0,-0.029119499152443298,0.0022588412762349123,0.12230892344078147,Zuschlägen
steuerfrei zuschlag,2.353691227756887,-0.09109505765526484,0.1996820036768095,-0.010965773806184662,0.06280075384463599,0.0,-0.029119499152443298,0.0022588412762349123,0.12230892344078147,steuerfrei zuschlag
hervor,2.3499494555675846,-0.09116364663288773,0.1961505777579681,-0.0093747624043702,0.06439176524645054,0.0,-0.02752848775062902,0.003849852678049207,0.1238999348425957,hervor
zuschlag hervor,2.3499494555675846,-0.09116364663288773,0.1961505777579681,-0.0093747624043702,0.06439176524645054,0.0,-0.02752848775062902,0.003849852678049207,0.1238999348425957,zuschlag hervor
Betriebe,2.346114115448312,-0.09125379482466725,0.1925451603789463,-0.007741334358082176,0.06602519329273862,0.0,-0.025895059704340997,0.005483280724337152,0.12553336288888375,Betriebe
hervor betrieb,2.346114115448312,-0.09125379482466725,0.1925451603789463,-0.007741334358082176,0.06602519329273862,0.0,-0.025895059704340997,0.005483280724337152,0.12553336288888375,hervor betrieb
Mitarbeitern,2.341642718046738,-0.09138394198695961,0.1883596618727186,-0.0058336420794707555,0.06793288557135002,0.0,-0.02398736742572949,0.00739097300294874,0.12744105516749507,Mitarbeitern
betrieb mitarbeiter,2.341642718046738,-0.09138394198695961,0.1883596618727186,-0.0058336420794707555,0.06793288557135002,0.0,-0.02398736742572949,0.00739097300294874,0.12744105516749507,betrieb mitarbeiter
Ausgleich,2.3369575313347837,-0.09154883107100745,0.18399403254993343,-0.003830825840274652,0.06993570181054613,0.0,-0.021984551186533443,0.009393789242144774,0.12944387140669117,Ausgleich
mitarbeiter ausgleich,2.3369575313347837,-0.09154883107100745,0.18399403254993343,-0.003830825840274652,0.06993570181054613,0.0,-0.021984551186533443,0.009393789242144774,0.12944387140669117,mitarbeiter ausgleich
steigender,2.3343707194761474,-0.0916522050446505,0.18159215309179216,-0.0027232983944754656,0.07104322925634535,0.0,-0.02087702374073412,0.010501316687944,0.13055139885249048,steigender
ausgleich steigend,2.3343707194761474,-0.0916522050446505,0.18159215309179216,-0.0027232983944754656,0.07104322925634535,0.0,-0.02087702374073412,0.010501316687944,0.13055139885249048,ausgleich steigend
Kosten,2.3318564189482447,-0.09162667252287211,0.1789922362422467,-0.0016456394221847756,0.07212088822863583,0.0,-0.01979936476844352,0.011578975660234553,0.13162905782478118,Kosten
steigend kosten,2.3318564189482447,-0.09162667252287211,0.1789922362422467,-0.0016456394221847756,0.07212088822863583,0.0,-0.01979936476844352,0.011578975660234553,0.13162905782478118,steigend kosten
auszahlen,2.3308846347192107,-0.09120984292332142,0.17716149212029883,-0.0012288098226341509,0.07253771782818652,0.0,-0.019382535168892788,0.011995805259785339,0.13204588742433168,auszahlen
kosten auszahl,2.3308846347192107,-0.09120984292332142,0.17716149212029883,-0.0012288098226341509,0.07253771782818652,0.0,-0.019382535168892788,0.011995805259785339,0.13204588742433168,kosten auszahl
auszahl könn,2.329550339915051,-0.09063723764167765,0.1746398447280507,-0.0006562045409901738,0.07311032310983066,0.0,-0.018809929887249013,0.012568410541429261,0.13261849270597556,auszahl könn
Inflationspr…,2.3270551912766892,-0.08956557766943146,0.1698993929418902,0.0004154554312559825,0.07418198308207655,0.0,-0.017738269915002963,0.013640070513675185,0.13369015267822182,Inflationspr…
für inflationspr…,2.3270551912766892,-0.08956557766943146,0.1698993929418902,0.0004154554312559825,0.07418198308207655,0.0,-0.017738269915002963,0.013640070513675185,0.13369015267822182,für inflationspr…
+3087,2.325319761280462,-0.08881953716563894,0.16658297264804434,0.0011614959350482496,0.07492802358586907,0.0,-0.016992229411210345,0.014386111017467873,0.13443619318201425,+3087
inflationspr… +3087,2.325319761280462,-0.08881953716563894,0.16658297264804434,0.0011614959350482496,0.07492802358586907,0.0,-0.016992229411210345,0.014386111017467873,0.13443619318201425,inflationspr… +3087
+3087 chars,2.3246551741154615,-0.08853369168098198,0.16530870815911183,0.001447341419705372,0.07521386907052625,0.0,-0.016706383926553336,0.014671956502124807,0.13472203866667143,+3087 chars
energiepreis olaf,2.930740677757899,0.2610952175474508,-0.2820006406464128,-0.23023612487507686,-0.15646959722425618,0.0,-0.2483898502213357,-0.21701150979265751,-0.09696142762811105,energiepreis olaf
Details,2.5556924995072556,0.12347672810806794,-0.1450686824409772,-0.09330416666964139,-0.01953763901882063,0.0,-0.11145789201590016,-0.08007955158722203,0.039970530577324456,Details
scholz detail,2.5556924995072556,0.12347672810806794,-0.1450686824409772,-0.09330416666964139,-0.01953763901882063,0.0,-0.11145789201590016,-0.08007955158722203,0.039970530577324456,scholz detail
Gasentlastungen,2.4669156017208445,0.08110189421808044,-0.10971408458658861,-0.057949568815252754,0.01581695883556801,0.0,-0.07610329416151147,-0.04472495373283327,0.07532512843171324,Gasentlastungen
detail gasentlastung,2.4669156017208445,0.08110189421808044,-0.10971408458658861,-0.057949568815252754,0.01581695883556801,0.0,-0.07610329416151147,-0.04472495373283327,0.07532512843171324,detail gasentlastung
gasentlastung woche,2.389522786863865,0.039905892507659864,-0.07783913375835774,-0.026074617987021948,0.04769190966379876,0.0,-0.04422834333328072,-0.01285000290460256,0.10720007925994395,gasentlastung woche
vorstellen,2.3769284313386096,0.03277749581712508,-0.07255453762641238,-0.020790021855076536,0.05297650579574424,0.0,-0.038943747201335206,-0.0075654067726571616,0.11248467539188939,vorstellen
woche vorstell,2.3769284313386096,0.03277749581712508,-0.07255453762641238,-0.020790021855076536,0.05297650579574424,0.0,-0.038943747201335206,-0.0075654067726571616,0.11248467539188939,woche vorstell
Mittwoch,2.9207824652332617,0.10359176195359783,0.22078132033654088,-0.22683249067765962,-0.1530659630268389,0.0,-0.24498621602391824,-0.21360787559524014,-0.09355779343069368,Mittwoch
vorstell mittwoch,2.354160943632397,0.01956390008664927,-0.0629298352981456,-0.011165319526809823,0.06260120812401099,0.0,-0.02931904487306852,0.002059295555609567,0.12210937772015625,vorstell mittwoch
befasst,2.3428560259185116,0.012840710249818582,-0.05811616755268467,-0.006351651781348768,0.06741487586947197,0.0,-0.024505377127607503,0.006872963301070537,0.12692304546561697,befasst
mittwoch befass,2.3428560259185116,0.012840710249818582,-0.05811616755268467,-0.006351651781348768,0.06741487586947197,0.0,-0.024505377127607503,0.006872963301070537,0.12692304546561697,mittwoch befass
befass kabinett,2.3260310825886235,0.0026275811760305638,-0.050908875634993384,0.0008556401363423994,0.07462216778716305,0.0,-0.017298085209916228,0.01408025521876183,0.1341303373833083,befass kabinett
kabinett umsetzung,2.313169435893374,-0.0053522043352785716,-0.04536409282330295,0.006400422948032694,0.08016695059885337,0.0,-0.011753302398225899,0.01962503803045236,0.1396751201949986,kabinett umsetzung
umsetzung vorschlag,2.304580873638159,-0.010766572663996703,-0.041644284872322135,0.01012023089901383,0.08388675854983449,0.0,-0.008033494447245024,0.023344845981433014,0.14339492814597954,umsetzung vorschlag
vorschlag gaskommission,2.4140982539033686,0.05346044563216655,-0.08807128206692691,-0.036306766295591104,0.03745976135522968,0.0,-0.054460491641849844,-0.023082151213171646,0.09696793095137483,vorschlag gaskommission
der preisdeckel,2.2886081501426245,-0.021024132280401956,-0.03468929660658799,0.017075219164748037,0.09084174681556878,0.0,-0.001078506181510843,0.03029983424716743,0.15034991641171383,der preisdeckel
preisdeckel gas,2.2827387208879615,-0.02485641821677003,-0.032121374002761646,0.019643141768574183,0.09340966941939498,0.0,0.0014894164223154531,0.03286775685099338,0.15291783901553993,preisdeckel gas
Strom,2.4550829692652907,0.07507805575455448,-0.1049060152302099,-0.05314149945887416,0.02062502819194664,0.0,-0.07129522480513292,-0.03991688437645475,0.0801331977880916,Strom
gas strom,2.4550829692652907,0.07507805575455448,-0.1049060152302099,-0.05314149945887416,0.02062502819194664,0.0,-0.07129522480513292,-0.03991688437645475,0.0801331977880916,gas strom
strom schnell,2.2767241679081303,-0.028819372906615636,-0.029483099883546176,0.022281415887789806,0.09604794353861033,0.0,0.004127690541530793,0.035506030970209164,0.15555611313475562,strom schnell
schnell komm,2.2744465871230295,-0.030329657343983275,-0.02848222292338617,0.0232822928479496,0.09704882049877021,0.0,0.00512856750169095,0.03650690793036917,0.1565569900949154,schnell komm
verspricht,2.272299000429667,-0.03175861333619543,-0.027537553021929274,0.02422696274940663,0.09799349040022744,0.0,0.006073237403147877,0.03745157783182618,0.15750165999637247,verspricht
komm versprech,2.272299000429667,-0.03175861333619543,-0.027537553021929274,0.02422696274940663,0.09799349040022744,0.0,0.006073237403147877,0.03745157783182618,0.15750165999637247,komm versprech
versprech kanzler,2.2685822528942836,-0.034242902238942094,-0.025900536699301886,0.025863979072033853,0.09963050672285467,0.0,0.007710253725775249,0.03908859415445336,0.1591386763189998,versprech kanzler
Ex-Büroleiter,2.499048226530067,0.09699709825666626,-0.12265540851802173,-0.07089089274668596,0.0028756349041347824,0.0,-0.08904461809294473,-0.05766627766426659,0.06238380450028007,Ex-Büroleiter
ex-büroleit annalena,2.930740677757899,0.2610952175474508,-0.2820006406464128,-0.23023612487507686,-0.15646959722425618,0.0,-0.2483898502213357,-0.21701150979265751,-0.09696142762811105,ex-büroleit annalena
Cheflobbyist,2.8885975255241756,0.24823086446784895,-0.2675165575696326,-0.21575204179829668,-0.1419855141474761,0.0,-0.23390576714455555,-0.20252742671587748,-0.08247734455133095,Cheflobbyist
baerbock cheflobbyist,2.8885975255241756,0.24823086446784895,-0.2675165575696326,-0.21575204179829668,-0.1419855141474761,0.0,-0.23390576714455555,-0.20252742671587748,-0.08247734455133095,baerbock cheflobbyist
RWE,3.7073341621873204,0.4295904494053629,-0.5170585221887715,-0.4652940064174358,-0.39152747876661487,0.0,-0.48344773176369443,-0.45206939133501634,-0.3320193091704699,RWE
cheflobbyist rwe,2.9639037297417903,0.27085023177630524,-0.29325268558221607,-0.24148816981088025,-0.1677216421600596,0.0,-0.2596418951571391,-0.22826355472846094,-0.1082134725639144,cheflobbyist rwe
rwe nach,2.4165740428170994,0.05480066855148493,-0.089096310873863,-0.03733179510252716,0.036434732548293644,0.0,-0.05548552044878603,-0.024107180020107748,0.09594290214443867,rwe nach
Zeitungsbericht,2.387269032502239,0.03863950912604269,-0.07689550689996155,-0.02513099112862572,0.048635536522195134,0.0,-0.04328471647488452,-0.011906376046206302,0.10814370611834005,Zeitungsbericht
nach zeitungsbericht,2.387269032502239,0.03863950912604269,-0.07689550689996155,-0.02513099112862572,0.048635536522195134,0.0,-0.04328471647488452,-0.011906376046206302,0.10814370611834005,nach zeitungsbericht
wechselt,2.6362612115652744,0.15810494357700758,-0.17610716416786423,-0.12434264839652832,-0.05057612074570758,0.0,-0.14249637374278706,-0.11111803331410897,0.008932048850437623,wechselt
zeitungsbericht wechsel,2.3713698804846075,0.029590877971025276,-0.07021325532773762,-0.01844873955640183,0.0553177880944189,0.0,-0.036602464902660586,-0.005224124473982396,0.11482595769056406,zeitungsbericht wechsel
ehemalige,2.6291793269986745,0.1551926480472993,-0.1734172130479105,-0.12165269727657475,-0.04788616962575385,0.0,-0.13980642262283352,-0.10842808219415533,0.01162199997039121,ehemalige
wechsel ehemalig,2.399268240241824,0.04533625156505738,-0.08190924948329269,-0.030144733711956945,0.043621793938863875,0.0,-0.04829845905821581,-0.01692011862953754,0.10312996353500894,wechsel ehemalig
Büroleiter,3.086913329096832,0.3044649163518232,-0.33391712755161823,-0.2821526117802824,-0.20838608412946166,0.0,-0.30030633712654115,-0.268927996697863,-0.1488779145333164,Büroleiter
ehemalig büroleiter,2.7802539779650632,0.21251293080901326,-0.2292877410298644,-0.1775232252585285,-0.10375669760770777,0.0,-0.19567695060478724,-0.16429861017610908,-0.04424852801156261,ehemalig büroleiter
büroleiter außenministerin,2.852807482170951,0.23687058388610127,-0.2550490493897644,-0.20328453361842863,-0.1295180059676079,0.0,-0.22143825896468744,-0.19005991853600918,-0.07000983637146276,büroleiter außenministerin
Energiekonzern,2.5442368857645854,0.11827217155838869,-0.14057621513645718,-0.08881169936512139,-0.015045171714300563,0.0,-0.1069654247113801,-0.07558708428270185,0.044462997881844456,Energiekonzern
baerbock energiekonzern,2.5442368857645854,0.11827217155838869,-0.14057621513645718,-0.08881169936512139,-0.015045171714300563,0.0,-0.1069654247113801,-0.07558708428270185,0.044462997881844456,baerbock energiekonzern
energiekonzern rwe,2.430476323822176,0.06224293088060692,-0.09483271469730721,-0.04306819892597145,0.03069832872484938,0.0,-0.06122192427223014,-0.02984358384355187,0.09020649832099441,energiekonzern rwe
Titus,3.0591474452201477,0.2972095245556811,-0.3248817229914711,-0.27311720722013544,-0.1993506795693147,0.0,-0.2912709325663942,-0.25989259213771587,-0.13984250997316952,Titus
Rebhann,2.996916313426888,0.2802560182033751,-0.30432932301689847,-0.2525648072455627,-0.17879827959474198,0.0,-0.27071853259182144,-0.2393401921631432,-0.11929010999859689,Rebhann
titus rebhann,2.996916313426888,0.2802560182033751,-0.30432932301689847,-0.2525648072455627,-0.17879827959474198,0.0,-0.27071853259182144,-0.2393401921631432,-0.11929010999859689,titus rebhann
März,2.653116511921361,0.1649404325293371,-0.18248044975670294,-0.1307159339853671,-0.05694940633454634,0.0,-0.14886965933162571,-0.1174913189029477,0.002558763261598809,März
rebhann märz,2.367895714591304,0.027586406734130514,-0.06874713512581217,-0.016982619354476362,0.05678390829634448,0.0,-0.035136344700735046,-0.0037580042720568676,0.11629207789248955,rebhann märz
märz 2023,2.3599160192176263,0.022944662248774863,-0.06537149184713531,-0.013606976075799495,0.06015955157502113,0.0,-0.031760701422058356,-0.00038236099338019884,0.11966772117116647,märz 2023
Konzernrepräsentanz,2.52902161567431,0.11124376226893529,-0.13457797329445534,-0.08281345752311937,-0.00904692987229867,0.0,-0.1009671828693781,-0.06958884244070011,0.050461239723846384,Konzernrepräsentanz
2023 konzernrepräsentanz,2.344014374865169,0.013534668425445493,-0.058610462837678574,-0.006845947066342629,0.06692058058447795,0.0,-0.02499967241260145,0.006378668016076605,0.12642875018062324,2023 konzernrepräsentanz
konzernrepräsentanz berlin,2.361437596646875,0.023833843522045078,-0.06601604322189947,-0.014251527450563723,0.05951500020025688,0.0,-0.0324052527968224,-0.0010269123681441795,0.11902316979640234,konzernrepräsentanz berlin
berlin führ,2.3731744118327707,0.030628134488366984,-0.07097393172740704,-0.01920941595607113,0.054557111694749624,0.0,-0.037363141302329955,-0.00598480087365176,0.11406528129089474,berlin führ
der ehemalig,2.399268240241824,0.04533625156505738,-0.08190924948329269,-0.030144733711956945,0.043621793938863875,0.0,-0.04829845905821581,-0.01692011862953754,0.10312996353500894,der ehemalig
baerbock titus,2.5821189387119245,0.1352069433549001,-0.15535581445054178,-0.10359129867920598,-0.029824771028385173,0.0,-0.12174502402546471,-0.09036668359678655,0.029683398567760057,baerbock titus
kehrt,2.456424796912231,0.07576591382743597,-0.10545241676073981,-0.05368790098940401,0.02007862666141671,0.0,-0.07184162633566274,-0.04046328590698453,0.07958679625756174,kehrt
rebhann kehr,2.456424796912231,0.07576591382743597,-0.10545241676073981,-0.05368790098940401,0.02007862666141671,0.0,-0.07184162633566274,-0.04046328590698453,0.07958679625756174,rebhann kehr
kehr politisch,2.4165740428170994,0.05480066855148493,-0.089096310873863,-0.03733179510252716,0.036434732548293644,0.0,-0.05548552044878603,-0.024107180020107748,0.09594290214443867,kehr politisch
