,summary,Deutschland,Brasilien,USA,Frankreich,UN,China,Russland,Ukraine,word
westbalka ein,2.361437596646875,0.023833843522045078,-0.06601604322189947,-0.014251527450563723,0.05951500020025688,0.0,-0.0324052527968224,-0.0010269123681441795,0.11902316979640234,westbalka ein
Außenministertreffen,2.547005925950026,0.1195369930462431,-0.14166398115386442,-0.08989946538252865,-0.016132937731707826,0.0,-0.10805319072878733,-0.07667485030010922,0.043375231864437404,Außenministertreffen
ein außenministertreffen,2.547005925950026,0.1195369930462431,-0.14166398115386442,-0.08989946538252865,-0.016132937731707826,0.0,-0.10805319072878733,-0.07667485030010922,0.043375231864437404,ein außenministertreffen
Vorsitz,2.656614907390829,0.16634251600173525,-0.18379817967538192,-0.1320336639040462,-0.0582671362532255,0.0,-0.15018738925030486,-0.11880904882162674,0.0012410333429198651,Vorsitz
außenministertreffen vorsitz,2.656614907390829,0.16634251600173525,-0.18379817967538192,-0.1320336639040462,-0.0582671362532255,0.0,-0.15018738925030486,-0.11880904882162674,0.0012410333429198651,außenministertreffen vorsitz
vorsitz deutsch,2.749613361055031,0.20165037652703663,-0.21820576433400743,-0.16644124856267162,-0.09267472091185087,0.0,-0.18459497390893026,-0.15321663348025216,-0.03316655131570569,vorsitz deutsch
Ressortchefin,2.8885975255241756,0.24823086446784895,-0.2675165575696326,-0.21575204179829668,-0.1419855141474761,0.0,-0.23390576714455555,-0.20252742671587748,-0.08247734455133095,Ressortchefin
deutsch ressortchefin,2.8885975255241756,0.24823086446784895,-0.2675165575696326,-0.21575204179829668,-0.1419855141474761,0.0,-0.23390576714455555,-0.20252742671587748,-0.08247734455133095,deutsch ressortchefin
ressortchefin annalena,3.644587310863344,0.4194644670258128,-0.4999885969571185,-0.44822408118578255,-0.37445755353496196,0.0,-0.4663778065320415,-0.43499946610336326,-0.31494938393881666,ressortchefin annalena
baerbock grüne,6.392028370819936,0.2740926075011449,-0.017394291544170996,0.34734598314562976,-0.9362660620407504,0.0,-1.0281863150378299,-0.5750303415408864,-0.8767578924446053,baerbock grüne
berät,3.21325967364889,0.24605696632045848,0.0037495865313635734,-0.32226683930201494,-0.2485003116511941,0.0,-0.3404205646482736,-0.3090422242195955,-0.188992142055049,berät
grüne berat,2.836819908340185,0.2316602594039213,-0.24942913271965472,-0.19766461694831888,-0.12389808929749817,0.0,-0.21581834229457758,-0.18444000186589954,-0.06438991970135297,grüne berat
Freitag,3.256655118593387,0.18104373223030343,-0.3874460899208395,-0.3356815741495037,-0.26191504649868297,0.0,0.3109329050307587,-0.3224569590670843,-0.20240687690253778,Freitag
berat freitag,2.7303881995670185,0.19464800594830153,-0.21118925525139592,-0.15942473948006,-0.08565821182923927,0.0,-0.1775784648263187,-0.14620012439764052,-0.026150042233094053,berat freitag
freitag berlin,2.650736159739306,0.16398319299326897,-0.18158285606802846,-0.12981834029669265,-0.05605181264587184,0.0,-0.14797206564295132,-0.11659372521427312,0.003456356950273315,freitag berlin
Lage,5.080437156385101,0.01952170931948442,-0.832142770814496,0.22791189899953318,-0.7066117273923395,0.0,-0.33671309713324693,0.4165368445091821,1.3106228210291408,Lage
berlin lage,2.5785190922842345,0.1336311945582469,-0.15396069741658255,-0.10219618164524656,-0.028429653994425843,0.0,-0.12034990699150537,-0.08897156656282725,0.031078515601719273,berlin lage
Balkan,2.5388750451898714,0.11581060492597021,-0.1384665458487416,-0.08670203007740568,-0.012935502426584974,0.0,-0.10485575542366435,-0.07347741499498621,0.04657266716956012,Balkan
lage balkan,2.5388750451898714,0.11581060492597021,-0.1384665458487416,-0.08670203007740568,-0.012935502426584974,0.0,-0.10485575542366435,-0.07347741499498621,0.04657266716956012,lage balkan
11.30,2.5194999493818586,0.10677661483138921,-0.13080590756802282,-0.07904139179668697,-0.005274864145866339,0.0,-0.09719511714294574,-0.06581677671426767,0.05423330545027881,11.30
balkan 11.30,2.5194999493818586,0.10677661483138921,-0.13080590756802282,-0.07904139179668697,-0.005274864145866339,0.0,-0.09719511714294574,-0.06581677671426767,0.05423330545027881,balkan 11.30
Uhr,2.506796248130307,0.10073207294343314,-0.1257510012104049,-0.07398648543906913,-0.00021995778824825574,0.0,-0.09214021078532772,-0.06076187035664966,0.059288211807896875,Uhr
11.30 uhr,2.506796248130307,0.10073207294343314,-0.1257510012104049,-0.07398648543906913,-0.00021995778824825574,0.0,-0.09214021078532772,-0.06076187035664966,0.059288211807896875,11.30 uhr
Teilnehmenden,2.483377240514515,0.0893279866766726,-0.11636488283121336,-0.06460036705987755,0.009166160590943136,0.0,-0.08275409240613638,-0.05137575197745825,0.06867433018708836,Teilnehmenden
zählen,2.4628506556927108,0.07904309305316659,-0.1080649406973428,-0.056300424926007064,0.01746610272481367,0.0,-0.07445415027226586,-0.043075809843587574,0.07697427232095881,zählen
teilnehmend zähl,2.4628506556927108,0.07904309305316659,-0.1080649406973428,-0.056300424926007064,0.01746610272481367,0.0,-0.07445415027226586,-0.043075809843587574,0.07697427232095881,teilnehmend zähl
Außenministerinnen,2.3068843911129076,-0.009307557382843877,-0.042643324237942905,0.009121191533392881,0.08288771918421382,0.0,-0.00903253381286582,0.02234580661581253,0.1423958887803588,Außenministerinnen
zähl außenministerin,2.3068843911129076,-0.009307557382843877,-0.042643324237942905,0.009121191533392881,0.08288771918421382,0.0,-0.00903253381286582,0.02234580661581253,0.1423958887803588,zähl außenministerin
-minister,2.3111987639037674,-0.006588406656125377,-0.04451179386104193,0.007252721910293985,0.08101924956111464,0.0,-0.010901003435964753,0.0204773369927134,0.14052741915725975,-minister
außenministerin -minister,2.3111987639037674,-0.006588406656125377,-0.04451179386104193,0.007252721910293985,0.08101924956111464,0.0,-0.010901003435964753,0.0204773369927134,0.14052741915725975,außenministerin -minister
Serbien,2.321125264984008,-0.00039821833708551704,-0.04879755462055973,0.0029669611507760684,0.07673348880159685,0.0,-0.01518676419548271,0.016191576233195417,0.13624165839774188,Serbien
-minister serbien,2.321125264984008,-0.00039821833708551704,-0.04879755462055973,0.0029669611507760684,0.07673348880159685,0.0,-0.01518676419548271,0.016191576233195417,0.13624165839774188,-minister serbien
Bosnien,2.3286604883186275,0.004240348172495839,-0.05203866306328354,-0.00027414729194765656,0.07349238035887302,0.0,-0.018427872638206437,0.012950467790471746,0.13300054995501828,Bosnien
serbien bosnien,2.3286604883186275,0.004240348172495839,-0.05203866306328354,-0.00027414729194765656,0.07349238035887302,0.0,-0.018427872638206437,0.012950467790471746,0.13300054995501828,serbien bosnien
Kosovo,2.3373789986374662,0.009543577811445794,-0.05577567407210925,-0.004011158300773407,0.06975536935004736,0.0,-0.022164883647032185,0.00921345678164608,0.12926353894619236,Kosovo
bosnien kosovo,2.3373789986374662,0.009543577811445794,-0.05577567407210925,-0.004011158300773407,0.06975536935004736,0.0,-0.022164883647032185,0.00921345678164608,0.12926353894619236,bosnien kosovo
Al…,2.346399531145692,0.014959928619945015,-0.05962749738256526,-0.007862981611229503,0.06590354603959118,0.0,-0.026016706957488207,0.005361633471189833,0.12541171563573647,Al…
kosovo al…,2.346399531145692,0.014959928619945015,-0.05962749738256526,-0.007862981611229503,0.06590354603959118,0.0,-0.026016706957488207,0.005361633471189833,0.12541171563573647,kosovo al…
al… ein,2.3514657880117364,0.0179710111595167,-0.06178433181090698,-0.010019816039571219,0.06374671161124945,0.0,-0.028173541385829944,0.003204799042848338,0.12325488120739463,al… ein
Außen…,2.3068843911129076,-0.009307557382843877,-0.042643324237942905,0.009121191533392881,0.08288771918421382,0.0,-0.00903253381286582,0.02234580661581253,0.1423958887803588,Außen…
zähl außen…,2.3068843911129076,-0.009307557382843877,-0.042643324237942905,0.009121191533392881,0.08288771918421382,0.0,-0.00903253381286582,0.02234580661581253,0.1423958887803588,zähl außen…
+789,2.302383703114261,-0.012162941872343675,-0.040690437429443005,0.011074078341892923,0.08484060599271355,0.0,-0.007079647004365845,0.024298693424312328,0.14434877558885884,+789
außen… +789,2.302383703114261,-0.012162941872343675,-0.040690437429443005,0.011074078341892923,0.08484060599271355,0.0,-0.007079647004365845,0.024298693424312328,0.14434877558885884,außen… +789
+789 chars,2.2997747546542624,-0.01382701804628601,-0.03955664390041945,0.012207871870916553,0.08597439952173717,0.0,-0.00594585347534239,0.025432486953335734,0.14548256911788224,+789 chars
Preisdeckel,2.7980696012404187,0.011102898967397766,0.34146944184028166,-0.18391069403659843,-0.11014416638577766,0.0,-0.20206441938285716,-0.17068607895417895,-0.05063599678963251,Preisdeckel
eu-gipfel preisdeckel,2.675400508886382,-0.055679704013769225,0.3863001010393703,-0.13908003483750986,-0.06531350718668912,0.0,-0.15723376018376867,-0.12585541975509046,-0.0058053375905440935,eu-gipfel preisdeckel
preisdeckel energie,2.851638722271565,-0.058658450177970105,0.4895615966898987,-0.20287476205643903,-0.12910823440561828,0.0,-0.22102848740269787,-0.1896501469740196,-0.06960006480947309,preisdeckel energie
ausarbeiten,3.0872092364741777,-0.08413797255900211,0.6265578173255371,-0.2822484658468092,-0.20848193819598837,0.0,-0.30040219119306794,-0.2690238507643897,-0.14897376859984313,ausarbeiten
energie ausarbeit,3.0872092364741777,-0.08413797255900211,0.6265578173255371,-0.2822484658468092,-0.20848193819598837,0.0,-0.30040219119306794,-0.2690238507643897,-0.14897376859984313,energie ausarbeit
ausarbeit scholz,3.2875865017166195,0.1461966902068481,0.31609112923197974,-0.3451346522156798,-0.271368124564859,0.0,-0.36328837756193855,-0.3319100371332603,-0.21185995496871393,ausarbeit scholz
scholz wir,2.920013128411508,0.024843678268444268,0.3843261872241173,-0.22656905505014335,-0.15280252739932257,0.0,-0.24472278039640216,-0.213344439967724,-0.09329435780317752,scholz wir
zusammengerauft,3.0203901787308034,-0.12131550101202401,0.648439319126989,-0.26036696404535714,-0.1866004363945365,0.0,-0.2785206893916159,-0.2471423489629377,-0.12709226679839133,zusammengerauft
wir zusammenrauf,3.0203901787308034,-0.12131550101202401,0.648439319126989,-0.26036696404535714,-0.1866004363945365,0.0,-0.2785206893916159,-0.2471423489629377,-0.12709226679839133,wir zusammenrauf
zusammenrauf bundeskanzler,2.8638319321094277,-0.009031013914717969,0.41511939187570107,-0.20714150720252494,-0.13337497955170421,0.0,-0.22529523254878359,-0.19391689212010546,-0.07386680995555908,zusammenrauf bundeskanzler
regierungschef vorerst,2.6243973186361513,0.002681142460432187,0.2415133595899099,-0.11983221953131022,-0.04606569188048952,0.0,-0.13798594487756893,-0.1066076044488907,0.013442477715655689,regierungschef vorerst
vorerst deckelung,2.451888853222883,-0.027761286783417754,0.16174401410824632,-0.05183963076710715,0.021926896883713513,0.0,-0.06999335611336588,-0.03861501568468778,0.08143506647985874,vorerst deckelung
Energiepreise,3.6246069097995126,0.3702132561996076,-0.23583626377811956,-0.44272678649946495,-0.36896025884864414,0.0,-0.46088051184572376,-0.4295021714170455,-0.30945208925249923,Energiepreise
deckelung energiepreis,2.4691725037207535,-0.014294992432149729,0.14802650420058877,-0.058864018520756484,0.014902509130064131,0.0,-0.07701774386701528,-0.04563940343833711,0.07441067872620949,deckelung energiepreis
Umsetzung,2.6695007528451713,0.09420437893926398,0.05970123510471738,-0.13687241372408165,-0.06310588607326098,0.0,-0.15502613907034046,-0.12364779864166218,-0.003597716477115824,Umsetzung
doch umsetzung,2.5235030354713355,0.021201940092072314,0.11594467640117224,-0.08062897242762693,-0.006862444776806138,0.0,-0.09878269777388565,-0.06740435734520747,0.05264572481933917,doch umsetzung
bleibt…,2.5675948370893242,0.046265769468725675,0.09469574051386476,-0.09795054240974344,-0.024184014758922703,0.0,-0.11610426775600209,-0.08472592732732409,0.035324154837222434,bleibt…
umsetzung bleibt…,2.5675948370893242,0.046265769468725675,0.09469574051386476,-0.09795054240974344,-0.024184014758922703,0.0,-0.11610426775600209,-0.08472592732732409,0.035324154837222434,umsetzung bleibt…
bleibt… bundeskanzler,2.627412935898428,0.07712986303807784,0.06866251023916804,-0.12098063024972906,-0.04721410259890833,0.0,-0.13913435559598786,-0.10775601516730961,0.012294066997236841,bleibt… bundeskanzler
auf…,2.353586307223903,-0.057253273789598054,0.12906985254155928,-0.010921195795977378,0.06284533185484341,0.0,-0.029074921142236143,0.0023034192864420924,0.12235350145098849,auf…
vorerst auf…,2.353586307223903,-0.057253273789598054,0.12906985254155928,-0.010921195795977378,0.06284533185484341,0.0,-0.029074921142236143,0.0023034192864420924,0.12235350145098849,vorerst auf…
+3441,2.3512280628951108,-0.058356820760547885,0.12901648990482562,-0.00991871436280252,0.06384781328801821,0.0,-0.028072439709061158,0.003305900719616998,0.12335598288416344,+3441
auf… +3441,2.3512280628951108,-0.058356820760547885,0.12901648990482562,-0.00991871436280252,0.06384781328801821,0.0,-0.028072439709061158,0.003305900719616998,0.12335598288416344,auf… +3441
+3441 chars,2.3489674326836023,-0.05940669661995034,0.1289406494871027,-0.008956783997161214,0.06480974365365945,0.0,-0.02711050934341989,0.004267831085258158,0.12431791324980464,+3441 chars
Rande,3.5427463357691846,-0.3277507065270406,-0.47164768595238865,0.37358316697556926,1.178941107280454,0.0,0.25586697960629873,-0.40665855509863336,-0.28660847293408676,Rande
Treffens,3.0160306228428357,-0.12946873148852397,-0.3106870620766999,-0.25892254630536404,1.4557204563899826,0.0,-0.2770762716516228,-0.24569793122294445,-0.12564784905839815,Treffens
rand treffen,3.0160306228428357,-0.12946873148852397,-0.3106870620766999,-0.25892254630536404,1.4557204563899826,0.0,-0.2770762716516228,-0.24569793122294445,-0.12564784905839815,rand treffen
bereitet,3.2014806092743804,-0.13659856911689996,-0.3703588517157864,-0.31859433594445064,1.5637837127439917,0.0,-0.3367480612907093,-0.30536972086203124,-0.18531963869748472,bereitet
treffen bereit,3.2014806092743804,-0.13659856911689996,-0.3703588517157864,-0.31859433594445064,1.5637837127439917,0.0,-0.3367480612907093,-0.30536972086203124,-0.18531963869748472,treffen bereit
bereit macron,3.719556839812159,-0.18768863725254406,-0.520349990625927,-0.468585474854591,1.809823398676094,0.0,-0.48673920020084993,-0.45536085977217167,-0.3353107776076253,bereit macron
macron scholz,3.6630618284147403,0.03805103684547726,-0.5050448213483866,-0.4532803055770505,1.4835621303918645,0.0,-0.4714340309233094,-0.4400556904946313,-0.3200056083300848,macron scholz
schmerzhafte,3.0163090673638537,-0.08429630517802837,-0.3107793793318662,-0.25901486356053055,1.3807257705825566,0.0,-0.2771685889067891,-0.24579024847811104,-0.12574016631356452,schmerzhafte
scholz schmerzhaft,3.0163090673638537,-0.08429630517802837,-0.3107793793318662,-0.25901486356053055,1.3807257705825566,0.0,-0.2771685889067891,-0.24579024847811104,-0.12574016631356452,scholz schmerzhaft
Niederlage,2.873427335660831,-0.1015575130600213,-0.262250969419615,-0.21048645364827928,1.3134778545170387,0.0,-0.22864017899453792,-0.19726183856585977,-0.07721175640131328,Niederlage
schmerzhaft niederlage,2.873427335660831,-0.1015575130600213,-0.262250969419615,-0.21048645364827928,1.3134778545170387,0.0,-0.22864017899453792,-0.19726183856585977,-0.07721175640131328,schmerzhaft niederlage
niederlage die,2.7993590237132895,-0.10889042834426306,-0.23613592939261294,-0.1843714136212773,1.269161896677643,0.0,-0.20252513896753596,-0.17114679853885784,-0.0510967163743114,niederlage die
die staats-,2.7781469693484624,-0.11078457991985347,-0.22852960618587131,-0.17676509041453548,1.2550867919438193,0.0,-0.1949188157607943,-0.1635404753321162,-0.04349039316756969,die staats-
Lösungen,2.9365462328403455,-0.06242653360330248,-0.2839795985755499,-0.23221508280421402,1.2851818692677777,0.0,-0.25036880815047297,-0.21899046772179484,-0.09894038555724816,Lösungen
regierungschef lösung,2.641178664556172,-0.12074954412437211,-0.1779707398899884,-0.12620622411865257,1.1464096229100924,0.0,-0.1443599494649114,-0.11298160903623315,0.007068473128313327,regierungschef lösung
lösung energiekrise,2.6083323819197313,-0.12253414020843019,-0.16545654151888978,-0.11369202574755395,1.114926855102175,0.0,-0.1318457510938128,-0.10046741066513452,0.019582671499411928,lösung energiekrise
präsentieren,2.728295676530382,-0.036872715032599486,-0.2104225784528742,-0.15865806268153837,1.040899602063635,0.0,-0.17681178802779715,-0.14543344759911883,-0.025383365434572605,präsentieren
energiekrise präsentier,2.5876588164530054,-0.12353087242202694,-0.15749899356729752,-0.10573447779596178,1.0938231869492119,0.0,-0.12388820314222053,-0.0925098627135424,0.027540219451004246,energiekrise präsentier
tief,2.7964427535160206,-0.08982314606200253,-0.2350936228287329,-0.18332910705739697,1.2288411988555037,0.0,-0.2014828324036558,-0.1701044919749776,-0.0500544098104312,tief
bis tief,2.5715319332782385,-0.11915452078986258,-0.15124726282793083,-0.0994827470565951,1.0648152925554346,0.0,-0.11763647240285378,-0.08625813197417553,0.03379195019037084,bis tief
Nacht,3.9081440525680415,-0.3256095272625714,0.21142544091604934,0.6336832244825499,0.8744850020092909,0.0,-0.5361972625398846,-0.5048189221112066,-0.3847688399466601,Nacht
tief nacht,2.5706912670188515,-0.11090840826545523,-0.15092029675347968,-0.09915578098214387,1.0442143523018599,0.0,-0.1173095063284026,-0.08593116589972453,0.03411891626482214,tief nacht
nacht werd,2.5710507019880646,-0.10662491104213205,-0.1510601073359497,-0.09929559156461377,1.0342627370021962,0.0,-0.11744931691087254,-0.0860709764821944,0.033979105682352004,nacht werd
werd brüssel,2.5726450676265267,-0.09990540069965581,-0.151680037347729,-0.09991552157639325,1.019649844121547,0.0,-0.11806924692265194,-0.08669090649397386,0.03335917567057272,werd brüssel
verhandelt,2.575238910940978,-0.09353798009117074,-0.1526877692798237,-0.10092325350848776,1.0068682132649542,0.0,-0.11907697885474657,-0.08769863842606836,0.03235144373847801,verhandelt
brüssel verhandel,2.575238910940978,-0.09353798009117074,-0.1526877692798237,-0.10092325350848776,1.0068682132649542,0.0,-0.11907697885474657,-0.08769863842606836,0.03235144373847801,brüssel verhandel
sogenannte,2.585302126033805,-0.07816181453613656,-0.1565878362597334,-0.10482332048839749,0.9797690196510815,0.0,-0.1229770458346563,-0.09159870540597807,0.028451376758568438,sogenannte
eine sogenannter,2.585302126033805,-0.07816181453613656,-0.1565878362597334,-0.10482332048839749,0.9797690196510815,0.0,-0.1229770458346563,-0.09159870540597807,0.028451376758568438,eine sogenannter
Einigung,3.3976699627862814,-0.21106955400996497,-0.07087776530547737,-0.3780708343791264,1.5806138314167428,0.0,-0.39622455972538506,-0.36484621929670696,-0.24479613713216047,Einigung
sogenannter einigung,2.596278057399527,-0.0661667180336154,-0.16082436156422586,-0.10905984579288999,0.9616778785246899,0.0,-0.1272135711391487,-0.0958352307104706,0.024214851454075877,sogenannter einigung
einigung seh,2.6091164424386992,-0.054465038126570595,-0.16575709473992364,-0.11399257896858783,0.9460036671367271,0.0,-0.1321463043148466,-0.10076796388616832,0.01928211827837823,einigung seh
genauerem,2.629546678322457,-0.038392077601126645,-0.1735569241962031,-0.12179240842486734,0.9268373259925871,0.0,-0.13994613377112605,-0.10856779334244795,0.011482288822098495,genauerem
seh genau,2.629546678322457,-0.038392077601126645,-0.1735569241962031,-0.12179240842486734,0.9268373259925871,0.0,-0.13994613377112605,-0.10856779334244795,0.011482288822098495,seh genau
Hinsehen,2.6607955022861822,-0.016989491889164685,-0.18537059761367813,-0.1336060818423423,0.9042037120159122,0.0,-0.15175980718860105,-0.12038146675992298,-0.0003313845953764056,Hinsehen
genau hinsehen,2.6607955022861822,-0.016989491889164685,-0.18537059761367813,-0.1336060818423423,0.9042037120159122,0.0,-0.15175980718860105,-0.12038146675992298,-0.0003313845953764056,genau hinsehen
hinsehen ganz,2.7067809227137523,0.010717887942495275,-0.20250553595987614,-0.15074102018854024,0.8777591899315197,0.0,-0.16889474553479897,-0.1375164051061209,-0.01746632294157436,hinsehen ganz
dünn,2.746965662743938,0.032632643415271355,-0.21724236564387125,-0.16547784987253555,0.8580139163379822,0.0,-0.18363157521879428,-0.1522532347901161,-0.03220315262556969,dünn
ganz dünn,2.746965662743938,0.032632643415271355,-0.21724236564387125,-0.16547784987253555,0.8580139163379822,0.0,-0.18363157521879428,-0.1522532347901161,-0.03220315262556969,ganz dünn
für olaf,3.1393260671481054,0.19234225108637495,-0.3507536071074887,-0.29898909133615303,0.7110540317463095,0.0,-0.3171428166824115,-0.2857644762537335,-0.1657143940891871,für olaf
gab,4.049249007962567,-0.2726155389381303,-0.15916102177717836,0.09667719406566291,0.44562423253578237,0.0,0.6847316480191682,-0.5402877614577579,-0.42023767929321154,gab
scholz geb,3.286065269553014,0.23861621602463404,-0.3964363408572278,-0.34467182508589206,0.6544647839900679,0.0,-0.3628255504321507,-0.3314472100034725,-0.21139712783892597,scholz geb
hinsichtlich,2.7365276969734538,0.036439697675312556,-0.2134353113838302,-0.16167079561249412,0.8313465972150419,0.0,-0.17982452095875298,-0.14844618053007472,-0.02839609836552829,hinsichtlich
geb hinsichtlich,2.7365276969734538,0.036439697675312556,-0.2134353113838302,-0.16167079561249412,0.8313465972150419,0.0,-0.17982452095875298,-0.14844618053007472,-0.02839609836552829,geb hinsichtlich
Pipelin…,2.620756132264502,-0.019964238756468102,-0.17020833475701966,-0.11844381898568385,0.8587860029996168,0.0,-0.13659754433194268,-0.10521920390326432,0.014830878261281849,Pipelin…
hinsichtlich pipelin…,2.620756132264502,-0.019964238756468102,-0.17020833475701966,-0.11844381898568385,0.8587860029996168,0.0,-0.13659754433194268,-0.10521920390326432,0.014830878261281849,hinsichtlich pipelin…
pipelin… die,2.591877148258348,-0.034363186755897474,-0.15912783938156902,-0.10736332361023322,0.8627739804437885,0.0,-0.1255170489564918,-0.09413870852781378,0.025911373636732758,pipelin… die
Krise,2.6784701216364093,0.014547678243883486,-0.19199123991018194,-0.14022672413884593,0.8268322687100133,0.0,-0.15838044948510463,-0.12700210905642662,-0.006952026891880195,Krise
die krise,2.5814183603381444,-0.03954944243831937,-0.15508445846432367,-0.10331994269298778,0.8637390501558714,0.0,-0.12147366803924654,-0.09009532761056838,0.02995475455397799,die krise
krise geh,2.567688454071351,-0.04630744215716553,-0.14975151848004598,-0.09798700270871015,0.8645362728649012,0.0,-0.11614072805496901,-0.08476238762629068,0.03528769453825584,krise geh
konkrete,2.5360466937368544,-0.06150904752731002,-0.13735190728233557,-0.08558739151099971,0.8638829432947494,0.0,-0.10374111685725833,-0.07236277642858027,0.04768730573596614,konkrete
geh konkret,2.5360466937368544,-0.06150904752731002,-0.13735190728233557,-0.08558739151099971,0.8638829432947494,0.0,-0.10374111685725833,-0.07236277642858027,0.04768730573596614,geh konkret
konkret lösung,2.5237903003120112,-0.06718806557868798,-0.13250731746224298,-0.08074280169090707,0.862491897174687,0.0,-0.09889652703716587,-0.06751818660848778,0.052531895556058694,konkret lösung
lösung hoch,2.4962105736885944,-0.07933856715080383,-0.12151926992732955,-0.06975475415599364,0.8564448297337347,0.0,-0.08790847950225233,-0.05653013907357416,0.06351994309097238,lösung hoch
gaspreis geb,2.483051130735183,-0.08475176250932313,-0.11623355715592987,-0.06446904138459403,0.8519028842382871,0.0,-0.08262276673085285,-0.0512444263021747,0.0688056558623717,gaspreis geb
geb immer,2.477227030193407,-0.08705435560186346,-0.11388526013336872,-0.062120744362032944,0.8495079371391386,0.0,-0.08027446970829162,-0.048896129279613475,0.07115395288493298,geb immer
nach mehr,2.4626073475160943,-0.09255715374377323,-0.10796614453395839,-0.05620162876262258,0.8423733399711615,0.0,-0.07435535410888136,-0.04297701368020323,0.07707306848434335,nach mehr
zehnstündigen,2.457580012122587,-0.0943520190809638,-0.10592258937005972,-0.05415807359872391,0.8395289048429347,0.0,-0.07231179894498264,-0.040933458516304456,0.07911662364824182,zehnstündigen
mehr zehnstündig,2.457580012122587,-0.0943520190809638,-0.10592258937005972,-0.05415807359872391,0.8395289048429347,0.0,-0.07231179894498264,-0.040933458516304456,0.07911662364824182,mehr zehnstündig
Verhandlungen,2.5429452186992254,-0.037353675251739875,-0.14006840273006269,-0.08830388695872694,0.7980074096859445,0.0,-0.10645761230498567,-0.07507927187630752,0.04497081028823887,Verhandlungen
zehnstündig verhandlung,2.4503786104274883,-0.09683131698019226,-0.10298800600577294,-0.051223490234437195,0.8350878064102344,0.0,-0.06937721558069582,-0.037998875152017685,0.08205120701252865,zehnstündig verhandlung
verhandlung tief,2.4420475108250495,-0.09955997900968501,-0.09958228972162424,-0.047817773950288384,0.8293923763503329,0.0,-0.06597149929654715,-0.034593158867869046,0.08545692329667748,verhandlung tief
vergangene,2.4369792492014186,-0.101144569853536,-0.09750471823209388,-0.045740202460757946,0.8256254400613323,0.0,-0.06389392780701666,-0.03251558737833847,0.0875344947862081,vergangene
tief vergangen,2.4369792492014186,-0.101144569853536,-0.09750471823209388,-0.045740202460757946,0.8256254400613323,0.0,-0.06389392780701666,-0.03251558737833847,0.0875344947862081,tief vergangen
vergangen nacht,2.4326262511492662,-0.10245905796949482,-0.09571689405976533,-0.043952378288429496,0.8222030644328129,0.0,-0.062106103634688284,-0.030727763206010037,0.08932231895853636,vergangen nacht
hinein,2.43035857236873,-0.10312663117172181,-0.09478426563208149,-0.04301974986074553,0.8203506568497839,0.0,-0.0611734752070044,-0.029795134778326175,0.09025494738622027,hinein
nacht hinein,2.43035857236873,-0.10312663117172181,-0.09478426563208149,-0.04301974986074553,0.8203506568497839,0.0,-0.0611734752070044,-0.029795134778326175,0.09025494738622027,nacht hinein
verkündete,2.4278007939472017,-0.10386535607857156,-0.09373128302488423,-0.041966767253548476,0.8182034578411763,0.0,-0.06012049259980726,-0.02874215217112893,0.0913079299934175,verkündete
hinein verkünd,2.4278007939472017,-0.10386535607857156,-0.09373128302488423,-0.041966767253548476,0.8182034578411763,0.0,-0.06012049259980726,-0.02874215217112893,0.0913079299934175,hinein verkünd
+9187,2.4226114685184084,-0.10531738244889298,-0.09159153608052595,-0.03982702030919008,0.8136565821571392,0.0,-0.05798074565544896,-0.026602405226770848,0.09344767693777568,+9187
verkünd +9187,2.4226114685184084,-0.10531738244889298,-0.09159153608052595,-0.03982702030919008,0.8136565821571392,0.0,-0.05798074565544896,-0.026602405226770848,0.09344767693777568,verkünd +9187
+9187 chars,2.4206379484357976,-0.1058530728230953,-0.09077657900442364,-0.039012063233087764,0.811859653056466,0.0,-0.05716578857934652,-0.02578744815066834,0.09426263401387788,+9187 chars
Deutsch-französisches,2.6365727019824057,-0.12616225747277368,0.04643184307869709,-0.12446079754463381,0.9414401781377386,0.0,-0.14261452289089255,-0.1112361824622144,0.008813899702331993,Deutsch-französisches
deutsch-französisch verhältnis,2.6709842661020735,-0.11704737072797418,0.04001999510083781,-0.1374279862197623,0.956436931032876,0.0,-0.15558171156602102,-0.12420337113734295,-0.004153288972796473,deutsch-französisch verhältnis
entscheidende,2.7113104394386,-0.10437340022531288,0.031219988731439066,-0.1524130177527398,0.9686666257127096,0.0,-0.17056674309899866,-0.13918840267032045,-0.019138320505773986,entscheidende
verhältnis entscheidend,2.7113104394386,-0.10437340022531288,0.031219988731439066,-0.1524130177527398,0.9686666257127096,0.0,-0.17056674309899866,-0.13918840267032045,-0.019138320505773986,verhältnis entscheidend
Achse,2.7526291231670657,-0.08949894803324067,0.02100947553851638,-0.16753744249548036,0.9758326907885236,0.0,-0.18569116784173914,-0.1543128274130609,-0.03426274524851445,Achse
entscheidend achse,2.7526291231670657,-0.08949894803324067,0.02100947553851638,-0.16753744249548036,0.9758326907885236,0.0,-0.18569116784173914,-0.1543128274130609,-0.03426274524851445,entscheidend achse
achse immer,2.7842282657512945,-0.07712076134840208,0.012554507947305778,-0.17895167386810124,0.9781647580957498,0.0,-0.19710539921436,-0.1657270587856817,-0.045676976621135346,achse immer
immer kanzler,2.995456530837746,0.013280044553910478,-0.050941620647272104,-0.25207759369728827,0.9517332464387535,0.0,-0.27023131904354714,-0.23885297861486893,-0.11880289645032246,immer kanzler
