index,url,valid,domain,title,description,image,published,archive,content,quote,language,keyword
https://www.stern.de/gesellschaft/regional/berlin-brandenburg/kultur-und-wissenschaft--weimer-fuerchtet--globalen-kulturkampf--35771524.html,https://www.stern.de/gesellschaft/regional/berlin-brandenburg/kultur-und-wissenschaft--weimer-fuerchtet--globalen-kulturkampf--35771524.html,0,www.stern.de,"Kultur und Wissenschaft: Weimer fürchtet ""globalen Kulturkampf""",Berlin - Kulturstaatsminister Wolfram Weimer zeigt sich besorgt über Gefahren für die Freiheit von Wissenschaft und Kunst durch einen «globalen,https://image.stern.de/35771526/t/GD/v1/w1440/r1.7778/-/01--6vqwawfgrpv6axs2048jpeg---cfa3b9a19de0b267.jpg,2025-06-01T09:00:50Z,,"Kopiere den aktuellen Link
Zur Merkliste hinzufügen
Können sich Kultur und Wissenschaft frei entfalten? Der Kulturstaatsminister sieht bedrohliche Trends in weiten Teilen der Welt.
Kulturstaatsmin… [+2028 chars]",,de,'Wolfram Weimer'
https://www.faz.net/aktuell/politik/krieg-in-nahost/liveticker-nahost-syrien-merz-dringt-bei-netanjahu-auf-staerkere-nothilfe-fuer-gaza-bevoelkerung-19972506.html,https://www.faz.net/aktuell/politik/krieg-in-nahost/liveticker-nahost-syrien-merz-dringt-bei-netanjahu-auf-staerkere-nothilfe-fuer-gaza-bevoelkerung-19972506.html,0,www.faz.net,Liveblog Nahost: Merz dringt bei Netanjahu auf stärkere Nothilfe für Gaza-Bevölkerung,Bundeskanzler telefoniert mit Israels Ministerpräsident +++ Greta Thunberg segelt mit Hilfsgütern Richtung Gaza Palästinenser melden 31 Tote bei Angriff auf Hilfsgüter-Verteilpunkt — Israel dementiert +++ alle Entwicklungen im Liveblog,https://media1.faz.net/ppmedia/aktuell/politik/949865120/1.10511841/facebook_teaser/friedrich-merz-und-benjamin.jpg,2025-06-01T20:18:52Z,https://web.archive.org/web/20250601224312/https://www.faz.net/aktuell/politik/krieg-in-nahost/liveticker-nahost-syrien-merz-dringt-bei-netanjahu-auf-staerkere-nothilfe-fuer-gaza-bevoelkerung-19972506.html,Bundeskanzler Friedrich Merz hat bei Israels Ministerpräsident Benjamin Netanjahu auf eine stärkere Nothilfe für die palästinensische Zivilbevölkerung im Gazastreifen gedrungen. Es sei dringend erfor… [+1088 chars],,de,'Greta Thunberg'
https://www.jungewelt.de/artikel/501236.protest-gegen-die-finanz-und-immobilienlobby-in-berlin.html,https://www.jungewelt.de/artikel/501236.protest-gegen-die-finanz-und-immobilienlobby-in-berlin.html,0,www.jungewelt.de,Protest gegen die Finanz- und Immobilienlobby in Berlin,Das Bündnis gegen Verdrängung und Mietenwahnsinn ruft zum Protest gegen die Finanz- und Immobilienlobby in Berlin auf; Pax Christi macht auf die Gefahren einer Lieferung von »Taurus«-Raketen für die Ukraine aufmerksam.,https://www.jungewelt.de/img/1100/209406.jpg,2025-06-02T17:40:32Z,,"DasBündnis gegen Verdrängung und Mietenwahnsinnruft zumProtest gegendieFinanz- und Immobilienlobby in Berlinauf:
Für Mittwoch, den 4. Juni 2025, ruft das Bündnis gegen Verdrängung und Mietenwahnsinn… [+2976 chars]",,de,'nan nan'
https://www.faz.net/aktuell/feuilleton/medien-und-film/talkshow/maischberger-in-der-tv-kritik-lauterbach-im-diskurs-ueber-das-gute-leben-110514222.html,https://www.faz.net/aktuell/feuilleton/medien-und-film/talkshow/maischberger-in-der-tv-kritik-lauterbach-im-diskurs-ueber-das-gute-leben-110514222.html,0,www.faz.net,TV-Kritik Maischberger: Her mit dem guten Leben,"Zwar war Thorsten Frei diesmal gar nicht bei Maischberger. Seine Behauptung, wer Vollzeit arbeite, könne davon leben, dominierte die Debatte aber auch so. Gut gemacht – oder dumm gelaufen.",https://media0.faz.net/ppmedia/aktuell/983468028/1.10514248/facebook_teaser/stritten-sich-froehlich-ueber.jpg,2025-06-03T05:09:12Z,,"Wird die SPD das linke Korrektiv der Koalition, und kann die Union unter Kanzler Friedrich Merz ihr konservatives Profil schärfen? Das waren die Fragen, mit denen Sandra Maischberger am Montag im Ers… [+4255 chars]",,de,'Thorsten Frei'
https://www.faz.net/aktuell/politik/bundestagswahl/liveticker-zur-merz-regierung-kloeckner-fordert-frau-als-naechste-bundespraesidentin-110093143.html,https://www.faz.net/aktuell/politik/bundestagswahl/liveticker-zur-merz-regierung-kloeckner-fordert-frau-als-naechste-bundespraesidentin-110093143.html,0,www.faz.net,Liveblog zur Merz-Regierung: Klöckner fordert Frau als nächste Bundespräsidentin,Bundestagspräsidentin: Es wird höchste Zeit für Normalität auch im höchsten Staatsamt +++ Kanzleramtschef Thorsten Frei verteidigt Zurückweisung an den Grenzen +++ Berliner Verwaltungsgerichts: Zurückweisung war rechtswidrig +++ alle Entwicklungen im Liveblog,https://media0.faz.net/ppmedia/aktuell/politik/4118868070/1.10514298/facebook_teaser/bundestagspraesidentin-julia.jpg,2025-06-03T06:00:37Z,,"Der Transatlantik-Koordinator der Bundesregierung, Metin Hakverdi (SPD), erhofft sich von dem ersten persönlichen Gespräch zwischen Bundeskanzler Friedrich Merz (CDU) und US-Präsident Donald Trump di… [+1466 chars]",,de,'Thorsten Frei'
https://www.diepresse.com/19755196/war-mir-nicht-bewusst-neuer-chef-von-us-katastrophenschutz-wusste-nichts-von-hurrikan-saison,https://www.diepresse.com/19755196/war-mir-nicht-bewusst-neuer-chef-von-us-katastrophenschutz-wusste-nichts-von-hurrikan-saison,0,www.diepresse.com,„War mir nicht bewusst“: Neuer Chef von US-Katastrophenschutz wusste nichts von Hurrikan-Saison,"Meteorologen rechnen mit bis zu zehn Wirbelstürmen bis November. Die Regierung von US-Präsident Donald Trump will bei der US-Katastrophenschutzbehörde Fema den Sparstift ansetzen. Deren neuer Chef, David Richardson, sorgt mit seinen Aussagen für Unruhe bei de…",https://img.diepresse.com/public/incoming/7m7nw5-USA-TRUMPFEMA-HURRICANES/alternates/DPR_SOCIAL_NACHRICHTEN/USA-TRUMPFEMA-HURRICANES,2025-06-03T07:05:45Z,,"Meteorologen rechnen mit bis zu zehn Wirbelstürmen bis November. Die Regierung von US-Präsident Donald Trump will bei der US-Katastrophenschutzbehörde Fema den Sparstift ansetzen. Deren neuer Chef, D… [+2981 chars]",,de,'David Cameron'
https://www.focus.de/politik/deutschland/bei-buergergeld-reform-lehnt-bas-harte-sanktionen-fuer-familien-ab_f7ab87da-4b76-4fb8-88a1-28dfc60025a0.html,https://www.focus.de/politik/deutschland/bei-buergergeld-reform-lehnt-bas-harte-sanktionen-fuer-familien-ab_f7ab87da-4b76-4fb8-88a1-28dfc60025a0.html,0,www.focus.de,Bei Bürgergeld-Reform lehnt Bas harte Sanktionen für Familien ab,Bundesarbeitsministerin Bärbel Bas will bei der Bürgergeld-Reform Rücksicht auf Familien nehmen und lehnt harte Sanktionen ab. Zudem will sie den Missbrauch von Sozialleistungen stärker bekämpfen.,https://quadro.burda-forward.de/ctf/a2e749ac-7142-4852-8cba-93ab21ed7088.dab82b3b-36ed-49ea-895f-f5b76207ef43.jpg?im=RegionOfInterestCrop%3D%281200%2C630%29%2CregionOfInterest%3D%28480%2C348%29&hash=73ba530216bddd86e2578dbab09f257796298863e521da6b54ceb0b832a6f7e6,2025-06-03T16:33:14Z,https://web.archive.org/web/20250603232911/https://www.focus.de/politik/deutschland/bei-buergergeld-reform-lehnt-bas-harte-sanktionen-fuer-familien-ab_f7ab87da-4b76-4fb8-88a1-28dfc60025a0.html,"Eine rote Linie sind für mich Haushalte mit Kindern, sagte die SPD-Politikerin im Interview mit dem ""Stern"". Da kann man nicht einfach auf Null sanktionieren, wie es sich einige erträumen. 
Gleichze… [+2202 chars]",,de,'Bärbel Bas'
https://www.stern.de/politik/deutschland/arbeitsministerin-baerbel-bas-fuer-ausnahmen-bei-buergergeld-sanktionen-35776394.html,https://www.stern.de/politik/deutschland/arbeitsministerin-baerbel-bas-fuer-ausnahmen-bei-buergergeld-sanktionen-35776394.html,0,www.stern.de,"Arbeitsministerin Bas: ""Das sind mafiöse Strukturen, die wir zerschlagen müssen""","Die neue Bundesarbeitsministerin Bärbel Bas über ihren Kampf gegen Schwarzarbeit, Missbrauch von Sozialleistungen, das Leben als Arbeiterkind und ihre Harley-Davidson.",https://image.stern.de/35777744/t/Y1/v5/w1440/r1.7778/-/baerbel-bas-portrait.jpg,2025-06-03T22:01:00Z,https://web.archive.org/web/20250603221331/https://www.stern.de/politik/deutschland/arbeitsministerin-baerbel-bas-fuer-ausnahmen-bei-buergergeld-sanktionen-35776394.html,"Kopiere den aktuellen Link
Zur Merkliste hinzufügen
Die neue Bundesarbeitsministerin Bärbel Bas über ihren Kampf gegen Schwarzarbeit, Missbrauch von Sozialleistungen, das Leben als Arbeiterkind und… [+497 chars]",,de,'Bärbel Bas'
https://www.zeit.de/politik/deutschland/2025-06/baerbel-bas-bundesarbeitsministerin-buergergeld-betrug-reform,https://www.zeit.de/politik/deutschland/2025-06/baerbel-bas-bundesarbeitsministerin-buergergeld-betrug-reform,0,www.zeit.de,"Bundesarbeitsministerin: Bärbel Bas will gegen ""mafiöse Strukturen"" beim Bürgergeld vorgehen","Die Bundesarbeitsministerin will ausbeuterische Gruppen zerschlagen, die Sozialleistungen erschleichen. Vorschläge für eine Bürgergeldreform will sie noch 2025 vorlegen.",https://img.zeit.de/politik/deutschland/2025-06/baerbel-bas-buergergeld/wide__1300x731,2025-06-04T00:58:39Z,http://archive.md/20250604010655/https://www.zeit.de/politik/deutschland/2025-06/baerbel-bas-bundesarbeitsministerin-buergergeld-betrug-reform,"Bundesarbeitsministerin Bärbel Bas (SPD) will gegen den organisierten Missbrauch von Sozialleistungen vorgehen. Es gebe ""ausbeuterische Strukturen, die Menschen aus anderen europäischen 
Ländern nac… [+1973 chars]",,de,'Bärbel Bas'
https://www.bild.de/politik/inland/ideen-von-baerbel-bas-das-sind-die-neuen-buergergeld-plaene-683fe0eab6e89412e7631beb,https://www.bild.de/politik/inland/ideen-von-baerbel-bas-das-sind-die-neuen-buergergeld-plaene-683fe0eab6e89412e7631beb,0,www.bild.de,Bas prangert an - „Mafiöse Strukturen“ bei Bürgergeld-Empfängern,"Jetzt wird durchgegriffen!  Bundesarbeitsministerin Bärbel Bas (57, SPD) hat genug von kriminellen Banden.","https://images.bild.de/683fe0eab6e89412e7631beb/c0171d31d35c92429b9141c39f68d6f1,c214faf3?w=1280",2025-06-04T07:27:47Z,https://web.archive.org/web/20250604073823/https://www.bild.de/politik/inland/ideen-von-baerbel-bas-das-sind-die-neuen-buergergeld-plaene-683fe0eab6e89412e7631beb,"Berlin Jetzt wird durchgegriffen! 
Bundesarbeitsministerin Bärbel Bas (57, SPD) hat genug von kriminellen Banden, die sich schamlos an deutschen Sozialleistungen bereichern!
Im Interview mit dem St… [+1628 chars]",,de,'Bärbel Bas'
